co_pcdt,co_cnes_estabelecimento,qt_dispensacao,qt_cns_paciente,nu_competencia_min,nu_competencia_max
7,5398,2,2,200807,200907
7,7609,12,6,201702,201806
7,11762,1,1,200802,200802
7,21806,94,17,200801,201906
7,2016338,143,20,200902,201903
7,2020645,47,11,200903,201212
7,2043955,2181,137,200801,201901
7,2044412,175,16,200801,201802
7,2051753,1099,118,200801,201906
7,2054434,140,14,200801,201103
7,2058502,414,82,200801,201007
7,2066572,3,2,200806,200809
7,2068974,81,8,200801,200907
7,2071339,125,20,200801,201709
7,2076802,374,17,200801,201602
7,2078015,803,167,200801,201007
7,2081695,80,13,200801,200811
7,2088576,26,8,200902,200906
7,2088940,414,28,200801,201905
7,2091461,134,18,200801,200907
7,2091542,11,3,200901,200907
7,2092107,40,13,200801,200912
7,2092360,208,8,201202,201906
7,2092603,207,18,200801,201207
7,2092751,33,9,200801,200809
7,2092999,229,9,200801,201906
7,2179067,3,1,201008,201008
7,2179113,1124,50,200801,201906
7,2194406,173,7,200801,201902
7,2198290,18,2,200801,200908
7,2228505,258,8,200801,201509
7,2234351,412,15,200801,201109
7,2236281,136,8,200801,201906
7,2244055,415,14,200801,201906
7,2246597,254,16,200801,201803
7,2249456,484,20,200801,201508
7,2251981,106,5,200801,201106
7,2257343,283,22,200801,201603
7,2259745,286,16,200801,201612
7,2261960,12,2,200801,201507
7,2263777,365,17,200802,201112
7,2265745,155,11,200801,201109
7,2336766,126,5,201210,201906
7,2407418,813,45,200801,201906
7,2414783,3,1,201902,201904
7,2415372,119,12,200801,201208
7,2448467,1,1,200806,200806
7,2466120,1,1,200911,200911
7,2494892,5,2,200803,200806
7,2497654,614,107,200803,201304
7,2526867,239,41,201304,201906
7,2531496,246,55,200802,201906
7,2532174,147,25,200801,201004
7,2561492,10,4,200903,201201
7,2563681,103,19,200802,201206
7,2569043,42,15,200801,201201
7,2571536,78,5,200801,201906
7,2576546,33,1,201610,201906
7,2582473,28,1,201210,201411
7,2588447,68,1,200801,201004
7,2589885,618,70,200801,201407
7,2590441,4,2,200801,201606
7,2649349,189,11,200801,201002
7,2716380,169,26,200801,201004
7,2719991,45,7,200909,201906
7,2747863,498,43,200801,201905
7,2749769,1067,113,200801,201906
7,2752697,48,4,200908,201305
7,2767449,140,4,200801,201712
7,2767457,57,2,201409,201906
7,2767465,22,5,200805,201605
7,2767481,53,8,200902,201906
7,2768259,2246,155,200801,201905
7,2768275,7771,249,200801,201904
7,2768399,63,6,200801,201904
7,2768402,1,1,201408,201408
7,2768410,373,15,200801,201906
7,2768429,31,4,200801,201902
7,2768453,79,4,200810,201610
7,2768461,154,9,200801,201408
7,2768488,8,2,201203,201601
7,2768518,501,74,200801,201808
7,2768534,1,1,201308,201308
7,2774526,22,3,201404,201906
7,2774593,3,1,201305,201307
7,2777606,457,92,200801,201705
7,2779528,315,42,200801,201009
7,2781948,61,2,200903,201905
7,2781972,2,1,201010,201011
7,2783746,82,3,200801,201102
7,2784432,151,9,200801,201906
7,2785250,85,14,200801,201012
7,2786214,141,9,200801,201906
7,2792354,659,31,200801,201906
7,2792907,5726,315,200801,201906
7,2793229,40,3,200801,201906
7,2794187,137,30,200801,201012
7,2816741,36,7,201205,201906
7,2818256,218,16,200801,201602
7,3289761,58,3,200806,201103
7,3302350,1,1,200801,200801
7,3469972,133,20,200810,201304
7,3503038,152,11,200802,201801
7,3542734,137,25,200801,201308
7,3554481,206,37,200906,201906
7,3554503,406,35,200908,201905
7,3554538,215,39,200908,201809
7,3586677,31,1,200801,201004
7,3629848,27,7,200906,201008
7,3653404,101,7,200808,201312
7,3781658,974,42,200801,201704
7,3846393,564,44,200801,201401
7,3890538,580,43,200801,201906
7,3933822,12,4,200904,201208
7,4013581,204,32,200801,201906
7,4016017,1047,238,200801,201903
7,4033663,3,1,201903,201905
7,4046374,1494,172,200801,201805
7,4053400,40,1,201208,201512
7,4054016,62,4,200801,201211
7,4056795,519,9,200801,201906
7,4057198,9,2,201705,201906
7,4069463,4986,478,200801,201903
7,5118484,468,40,200801,201211
7,5188628,1,1,201301,201301
7,5246652,1,1,201712,201712
7,5352282,120,10,201010,201303
7,5450616,206,16,200801,201906
7,5604613,49,7,200803,201307
7,5823226,113,1,200808,201905
7,5823234,30,2,200808,200910
7,5968607,455,44,200810,201812
7,6009492,1156,107,200810,201906
7,6018599,176,14,200811,201906
7,6022219,2,1,201701,201702
7,6047904,2,1,201812,201902
7,6055117,47,3,201203,201707
7,6059538,3,1,201903,201905
7,6323715,12,4,201007,201110
7,6352782,64,17,201002,201604
7,6400361,6,1,201007,201012
7,6471188,123,17,201012,201906
7,6503829,952,146,201006,201906
7,6544290,96,12,201008,201906
7,6557961,57,15,201009,201905
7,6565271,67,10,201009,201708
7,6578640,3,2,201202,201612
7,6911927,26,1,201304,201610
7,6926967,114,4,201502,201906
7,7311745,18,2,201310,201906
7,7661568,30,3,201610,201901
7,8002266,69,2,200801,201906
7,8003041,26,1,201602,201804
7,8004714,1,1,201408,201408
7,8006431,66,4,200806,201401
7,9317368,1,1,201803,201803
8,3441,1497,59,201007,201906
8,3816,586,105,201807,201905
8,4073,6014,537,201110,201905
8,5398,110,12,201710,201905
8,7609,141,22,201608,201812
8,15296,4,1,201811,201902
8,21806,7750,271,201004,201906
8,2016338,9294,344,201004,201906
8,2020645,140,31,201006,201303
8,2043955,10602,323,201005,201906
8,2044412,9488,370,201004,201906
8,2051753,27437,1073,201004,201906
8,2054434,3052,139,201005,201906
8,2058502,16,6,201003,201009
8,2071339,5242,195,201004,201906
8,2076802,10033,344,201004,201906
8,2078015,4,3,201003,201005
8,2088940,14440,471,201003,201906
8,2092360,6544,221,201003,201906
8,2092603,2286,81,201012,201906
8,2092999,13186,404,201006,201906
8,2179067,718,39,201108,201905
8,2179113,1106,37,201102,201906
8,2194406,4218,141,201006,201906
8,2198290,2091,74,201007,201906
8,2228505,681,29,201208,201906
8,2234351,1109,38,201008,201906
8,2236281,2167,75,201006,201906
8,2244055,2624,144,201008,201906
8,2246597,2356,96,201010,201906
8,2249456,378,22,201103,201905
8,2251981,1667,64,201008,201906
8,2257343,1377,59,201009,201906
8,2259745,786,45,201004,201906
8,2261960,168,13,201106,201906
8,2263777,387,24,201112,201906
8,2265745,1304,42,201006,201906
8,2336766,10113,784,201003,201906
8,2407418,61984,1574,201007,201906
8,2414783,33,3,201808,201905
8,2415372,34,11,201104,201212
8,2448467,336,21,201306,201906
8,2466120,2082,71,201006,201906
8,2481499,62,7,201107,201305
8,2494892,1618,102,201202,201906
8,2497654,30,10,201110,201305
8,2499363,40,10,201203,201305
8,2526867,27632,1062,201304,201906
8,2531496,4769,293,201004,201906
8,2532174,112,8,201511,201905
8,2557258,618,20,201205,201906
8,2557886,13,5,201807,201905
8,2561492,3445,217,201005,201305
8,2569043,1423,38,201009,201906
8,2571536,1856,48,201108,201906
8,2576546,2384,79,201008,201906
8,2582473,1024,30,201102,201906
8,2583879,3101,77,201006,201906
8,2588447,182,7,201310,201906
8,2589885,1579,136,201004,201906
8,2590441,8883,159,201007,201906
8,2602148,64,10,201808,201905
8,2649349,2171,99,201008,201906
8,2686864,3529,81,201004,201906
8,2719991,3188,134,201006,201906
8,2723158,1570,94,201007,201303
8,2747863,6427,267,201004,201906
8,2749769,24297,890,201003,201906
8,2752700,336,49,201012,201306
8,2752719,21,3,201207,201307
8,2767449,4746,120,201005,201905
8,2767457,4861,145,201004,201906
8,2767465,1001,35,201103,201906
8,2767473,919,40,201211,201906
8,2767481,7690,288,201006,201906
8,2768259,1900,73,201004,201906
8,2768267,83,3,201501,201901
8,2768275,10896,449,201009,201906
8,2768399,4137,138,201005,201906
8,2768402,1763,77,201101,201906
8,2768410,25287,675,201003,201906
8,2768429,934,36,201007,201903
8,2768437,286,14,201212,201906
8,2768445,2132,88,201007,201906
8,2768453,814,31,201005,201906
8,2768461,1068,51,201204,201906
8,2768488,2858,85,201006,201906
8,2768496,283,9,201310,201906
8,2768518,5936,218,201008,201906
8,2768526,845,29,201006,201906
8,2768534,1572,42,201006,201906
8,2774526,1146,46,201204,201906
8,2774593,1359,48,201012,201906
8,2774909,365,20,201403,201906
8,2777606,12466,536,201006,201906
8,2781948,220,17,201009,201906
8,2781964,4239,100,201004,201906
8,2781972,531,18,201212,201906
8,2783746,1966,95,201105,201906
8,2784432,29007,624,201005,201906
8,2785250,75,23,201004,201101
8,2786214,6056,279,201004,201906
8,2792354,3845,159,201004,201906
8,2792907,27165,975,201004,201906
8,2793229,2590,56,201011,201906
8,2794187,368,22,201005,201602
8,2802929,1845,78,201008,201906
8,2816725,26,4,201808,201902
8,2816741,7645,262,200801,201906
8,2818256,2292,80,201107,201903
8,2824655,23,1,201809,201905
8,3286967,27,2,201109,201303
8,3289761,29,1,201208,201406
8,3339637,452,35,201009,201801
8,3469972,3754,141,201007,201906
8,3503038,21804,937,201003,201801
8,3542734,1168,67,201012,201906
8,3554481,6288,300,201005,201906
8,3554503,24971,924,201003,201906
8,3554538,26844,1019,201003,201906
8,3653404,5755,201,201004,201906
8,3781658,6409,281,201004,201906
8,3846393,3557,134,201006,201906
8,3890538,11705,482,201003,201906
8,3933822,88,12,201204,201906
8,4013581,12241,471,201008,201906
8,4016017,7918,477,201003,201906
8,4021312,14,6,201710,201905
8,4021398,41,2,201508,201906
8,4022335,1,1,201905,201905
8,4023013,13,1,201807,201905
8,4026918,31,2,201807,201905
8,4028163,1,1,201905,201905
8,4029089,12,1,201808,201812
8,4031954,47,4,201807,201905
8,4033663,26,2,201810,201904
8,4036220,3083,89,201008,201906
8,4046374,104649,3273,201004,201906
8,4053400,1911,66,201008,201906
8,4054016,14115,344,201006,201906
8,4056795,1122,41,201108,201906
8,4057198,1549,50,201007,201906
8,4069463,11680,550,201008,201906
8,5118484,915,40,201007,201906
8,5188628,264,22,201108,201906
8,5246652,167,5,201309,201906
8,5450616,7807,225,201003,201906
8,5604613,2389,102,201005,201906
8,5823226,179,8,201210,201906
8,5823234,762,34,201109,201906
8,5823390,355,15,201007,201906
8,5968607,14036,520,201004,201906
8,6009492,5120,147,201005,201906
8,6011063,31,4,201409,201906
8,6014941,56,4,201408,201906
8,6018599,4876,187,201011,201906
8,6022219,121,16,201606,201906
8,6022383,524,29,201208,201906
8,6047904,581,38,201206,201906
8,6055117,6601,287,201003,201906
8,6059465,747,26,201212,201906
8,6059538,179,11,201501,201906
8,6352782,731,46,201007,201906
8,6398839,3,1,201106,201108
8,6423094,894,37,201004,201906
8,6432484,8,2,201810,201905
8,6461425,222,12,201509,201906
8,6471188,13199,471,201012,201906
8,6503829,8684,296,201006,201906
8,6544290,5118,195,201009,201906
8,6552315,5,1,201810,201905
8,6557961,856,60,201008,201906
8,6565271,1271,77,201009,201906
8,6578640,3178,94,201102,201906
8,6582559,30,2,201807,201904
8,6606040,30,5,201807,201905
8,6606512,15,1,201811,201905
8,6757634,4883,158,201205,201906
8,6862802,35,2,201703,201904
8,6911927,1001,71,201201,201906
8,6926967,4718,184,201202,201906
8,7043260,2065,58,201207,201906
8,7297017,1480,60,201310,201906
8,7297076,575,51,201310,201906
8,7334710,28,4,201807,201906
8,7375697,50,3,201405,201705
8,7472935,2235,66,201405,201906
8,7661568,3085,165,201503,201906
8,8002266,2579,68,201004,201906
8,8003041,3277,82,201009,201906
8,8004714,63,3,201105,201905
8,8006431,596,23,201105,201906
8,9317368,812,45,201711,201906
8,9734872,158,94,201905,201906
8,9784438,43,34,201905,201906
9,3441,5,1,201012,201105
9,21806,4,1,200801,200812
9,2051753,8,1,201001,201011
9,2054434,3,1,201707,201709
9,2058502,22,4,200801,201001
9,2068974,13,1,200803,200906
9,2071339,49,3,200804,201410
9,2076802,15,1,201704,201808
9,2078015,152,22,200801,201006
9,2088940,249,31,200801,201906
9,2091461,16,1,200807,200907
9,2092107,3,1,200804,200808
9,2092360,72,8,200808,201906
9,2092603,5,2,200905,201201
9,2179113,3,1,201205,201209
9,2194406,3,1,200809,200811
9,2198290,28,1,201503,201809
9,2236281,293,9,200801,201906
9,2244055,24,1,201409,201704
9,2246597,10,1,201406,201505
9,2251981,55,2,200805,201202
9,2257343,79,6,200802,201708
9,2259745,43,3,200802,201903
9,2265745,14,2,201002,201905
9,2407418,282,14,200801,201906
9,2415372,10,3,201206,201210
9,2466120,19,1,201708,201905
9,2481499,11,1,201103,201201
9,2494892,5,1,201601,201609
9,2526867,44,5,201312,201812
9,2531496,3,1,201310,201312
9,2590441,55,1,200801,201210
9,2686864,6,1,201801,201806
9,2719991,6,2,201211,201601
9,2749769,31,8,201008,201810
9,2767481,55,5,201301,201811
9,2768267,3,1,201008,201010
9,2768275,8,2,201704,201810
9,2768410,73,2,200802,201811
9,2768488,210,5,200801,201707
9,2768518,34,1,200811,201306
9,2774526,3,1,201904,201906
9,2774593,4,1,201610,201701
9,2779528,3,1,200907,200909
9,2784432,150,11,200801,201906
9,2785250,12,2,200801,201009
9,2786214,122,7,200901,201906
9,2792354,116,1,200801,201904
9,2792907,521,42,200801,201906
9,2793229,3,1,201503,201505
9,2794187,3,1,201203,201205
9,2816741,87,8,200801,201906
9,2818256,38,4,201307,201903
9,3542734,92,7,200801,201404
9,3554481,19,6,201003,201903
9,3554503,27,2,200907,201904
9,3554538,70,9,201312,201906
9,3653404,7,1,200910,201004
9,3846393,97,3,201203,201906
9,3890538,60,7,201203,201709
9,4013581,9,3,200903,201102
9,4016017,188,37,200801,201905
9,4046374,277,20,200801,201812
9,4054016,10,3,201711,201807
9,5450616,16,2,200801,201906
9,5604613,3,2,201608,201901
9,5968607,7,2,201203,201905
9,6055117,10,2,200902,201402
9,6423094,9,2,201110,201306
9,6471188,129,25,201506,201905
9,6503829,242,27,201006,201905
9,6544290,2,1,201209,201210
9,6557961,5,2,201210,201607
9,6565271,148,23,201101,201906
9,6926967,21,3,201508,201707
9,7043260,21,3,201512,201709
9,7472935,18,2,201601,201711
9,7661568,2,1,201905,201906
9,8003041,2,1,201806,201807
9,9317368,19,2,201711,201906
10,3441,61795,1671,200801,201906
10,3816,3654,499,201807,201905
10,4073,249296,8962,200801,201905
10,5398,9548,566,201707,201905
10,7609,16304,1969,201602,201901
10,11762,493,247,200801,200803
10,15296,106,8,201705,201906
10,21806,175937,4074,200801,201906
10,2016338,83510,2561,200801,201906
10,2020645,2673,346,200801,201303
10,2043955,102736,2544,200801,201906
10,2044412,104317,2686,200801,201906
10,2051753,308940,6615,200801,201906
10,2054434,52891,1551,200801,201906
10,2058502,7558,636,200801,201009
10,2066572,393,70,200801,200912
10,2068974,39388,3340,200801,200907
10,2071339,55562,1950,200801,201906
10,2076802,153059,3203,200801,201906
10,2078015,27992,1669,200801,201007
10,2081695,7618,787,200801,200812
10,2088576,6,2,200801,200803
10,2088940,160776,3211,200801,201906
10,2091461,20395,1514,200801,200907
10,2091542,10155,1018,200801,200907
10,2092107,3105,379,200801,201001
10,2092360,150728,3179,200801,201906
10,2092603,62702,1290,200801,201906
10,2092751,2155,325,200801,200809
10,2092999,187517,4579,200801,201906
10,2179067,12833,254,200801,201906
10,2179113,15197,331,200801,201906
10,2194406,81894,1740,200801,201906
10,2198290,52384,889,200801,201906
10,2228505,9347,269,200801,201906
10,2234351,19219,401,200801,201906
10,2236281,33565,822,200801,201906
10,2239248,11,4,201101,201109
10,2244055,40177,1425,200801,201906
10,2246597,28905,786,200801,201906
10,2249456,8124,228,200801,201905
10,2251981,32508,890,200801,201906
10,2257343,14910,409,200801,201906
10,2259745,20201,628,200801,201906
10,2261960,3977,129,200801,201906
10,2263777,8748,267,200802,201906
10,2265745,30435,894,200801,201906
10,2333031,6,2,201104,201211
10,2334321,5,2,201212,201303
10,2336766,64840,3380,200801,201906
10,2407418,663776,11102,200801,201906
10,2414783,779,49,201807,201905
10,2415372,2939,209,200801,201212
10,2448467,17955,541,200801,201906
10,2466120,64533,1352,200801,201906
10,2469944,333,34,201809,201905
10,2481499,2868,260,201101,201305
10,2493845,35467,2918,200801,201511
10,2494892,24984,1085,200801,201906
10,2497654,70881,4541,200801,201305
10,2499363,23668,1578,200801,201305
10,2526867,303476,10141,201304,201906
10,2531496,100516,5178,200802,201906
10,2532174,14434,331,200801,201906
10,2557258,18643,375,200801,201906
10,2557886,239,25,201807,201905
10,2561492,50342,2233,200801,201305
10,2563681,4326,257,200801,201303
10,2569043,27733,548,200801,201906
10,2571536,32791,542,200801,201906
10,2576546,75970,958,200801,201906
10,2582473,50697,878,200801,201906
10,2583879,75985,1440,200801,201906
10,2588447,14001,234,200801,201906
10,2589885,17235,836,200801,201906
10,2590441,254335,2841,200801,201906
10,2602148,1809,201,201810,201905
10,2602164,438,34,201807,201905
10,2621614,17,2,201010,201109
10,2649349,19485,753,200801,201906
10,2686864,77957,1418,200801,201906
10,2694751,341,30,201104,201308
10,2716380,531,54,200801,201004
10,2719991,65114,2077,200801,201906
10,2723158,344,48,200810,201108
10,2747863,133554,3369,200801,201906
10,2749769,371923,9339,200801,201906
10,2752700,11579,907,200801,201306
10,2752719,6895,858,200801,201308
10,2752727,5,2,200802,201008
10,2767449,40421,778,200801,201906
10,2767457,69632,1357,200801,201906
10,2767465,16353,388,200801,201906
10,2767473,15219,346,200801,201906
10,2767481,99247,1955,200801,201906
10,2768259,38722,726,200801,201906
10,2768267,7246,176,200801,201906
10,2768275,131651,2898,200801,201906
10,2768399,53918,1036,200801,201906
10,2768402,35985,753,200801,201906
10,2768410,409577,7207,200801,201906
10,2768429,31649,656,200801,201906
10,2768437,10425,227,200801,201906
10,2768445,26707,658,200801,201906
10,2768453,29300,590,200801,201906
10,2768461,34396,772,200801,201906
10,2768488,63239,1175,200801,201906
10,2768496,3205,82,200801,201906
10,2768518,149726,2601,200801,201906
10,2768526,23015,496,200801,201906
10,2768534,37720,712,200801,201906
10,2774526,96593,1466,200801,201906
10,2774593,31243,585,200801,201906
10,2774909,2873,166,201312,201906
10,2777606,72991,2603,200801,201906
10,2779528,5586,362,200801,201009
10,2781948,20088,594,200801,201906
10,2781964,69684,1152,200801,201906
10,2781972,35339,472,200801,201906
10,2783746,67916,1542,200801,201906
10,2784432,573234,8802,200801,201906
10,2785250,32980,2666,200801,201101
10,2786214,63691,1837,200801,201906
10,2792354,69526,1544,200801,201906
10,2792907,246572,6239,200801,201906
10,2793229,27289,650,200801,201906
10,2794179,89,26,201306,201505
10,2794187,21288,1129,200801,201611
10,2802929,30201,944,200801,201906
10,2816229,432,28,201807,201905
10,2816237,87,24,201807,201905
10,2816725,435,86,201807,201905
10,2816741,216638,4633,200801,201906
10,2818256,19448,576,200801,201903
10,2824655,1409,168,201807,201905
10,3010139,390,34,201811,201905
10,3286967,2687,198,200806,201303
10,3289761,485,32,200803,201410
10,3302350,878,99,200805,201212
10,3339637,2373,146,200806,201801
10,3469972,74223,1816,200801,201906
10,3503038,130215,3857,200801,201801
10,3542734,32742,1315,200801,201906
10,3554481,206288,5389,200906,201906
10,3554503,588424,11944,200906,201906
10,3554538,311316,8143,200906,201906
10,3586677,27,5,200801,200909
10,3629848,910,63,200801,201306
10,3653404,125044,2964,200801,201906
10,3781658,169513,3778,200801,201906
10,3846393,107788,2467,200801,201906
10,3890538,221059,5357,200801,201906
10,3933822,14032,507,200801,201906
10,4013581,76342,3703,200801,201906
10,4016017,138853,7235,200801,201906
10,4021312,536,60,201710,201905
10,4021398,1863,51,201508,201906
10,4022335,676,89,201807,201905
10,4023013,329,37,201807,201905
10,4025717,102,22,201807,201905
10,4026918,879,104,201807,201905
10,4027744,388,54,201808,201905
10,4028066,1010,78,201807,201905
10,4028163,488,39,201807,201905
10,4029089,80,5,201807,201905
10,4031954,1195,122,201807,201905
10,4033663,3367,233,201808,201905
10,4036220,40525,817,200801,201906
10,4046374,575380,13697,200801,201906
10,4053400,47789,1577,200801,201906
10,4054016,152775,2452,200801,201906
10,4056795,124286,2301,200801,201906
10,4057198,14951,381,200801,201906
10,4069463,87087,3793,200801,201906
10,5118484,12132,462,200801,201906
10,5188628,7715,190,200801,201906
10,5246652,5809,115,200801,201906
10,5285100,11,3,201206,201212
10,5352282,1415,51,200801,201303
10,5450616,78037,1506,200801,201906
10,5604613,95668,2551,200802,201906
10,5823226,2367,63,200807,201906
10,5823234,6542,230,200806,201906
10,5823390,1528,60,200809,201906
