"co_pcdt","sg_uf","nu_competencia_min","nu_competencia_max","qt_municipios_atendimento","qt_municipios_paciente","qt_secretarias","qt_cns_pacientes","qt_00a20","qt_21a40","qt_41a60","qt_61a00","qt_sexof","qt_sexom","qt_obito_paciente","qt_cid","qt_sigtap","qt_registros","qt_aprovada","vl_aprovado_ipca","qt_redesbr1","qt_redesbr2","qt_redesbr3","qt_redesbr4","qt_redesbr5"
61,RJ,200801,201906,5,70,5,1550,23355,241,155,480,21400,2831,0,1,9,24231,36189,5295770.91,0,0,4610,530,19091
61,SP,200801,201906,38,588,10,27698,336880,3169,1308,1868,313491,29737,2,1,15,343228,381253,153631029.92,0,2988,39689,40904,259647
61,PR,200801,201906,24,336,3,9906,179618,727,242,36,166035,14588,8,1,12,180623,191622,89707003.63,506,1866,51088,2931,124232
61,SC,200801,201906,2,200,2,3303,42073,275,23,1,38785,3587,2,1,18,42372,46960,31774023.71,0,0,10865,7874,23633
61,RS,200801,201906,18,246,2,1541,16067,303,63,296,15269,1460,0,1,18,16729,29901,7128189.84,0,0,6379,854,9496
61,MS,200801,201906,2,69,2,2138,37216,149,75,1,34843,2598,0,1,9,37441,35393,9205207.73,0,260,14766,22415,0
61,MT,200801,201906,3,85,3,1341,19029,124,30,139,17579,1743,0,1,12,19322,13063,5481257.79,218,4422,0,14682,0
61,GO,200801,201906,5,133,3,1698,31424,122,40,30,29236,2380,0,1,10,31616,34042,6660193.59,320,3222,10698,933,16443
61,DF,200801,201906,6,19,4,1110,21472,30,0,147,20058,1594,0,1,6,21652,20859,7514545.54,0,0,0,0,16091
62,RO,201212,201906,1,15,1,60,132,87,39,20,204,74,0,1,2,278,3421,323611.47,20,45,213,0,0
62,AC,201007,201902,1,5,1,44,45,79,11,8,108,35,0,1,2,143,932,202154.45,0,143,0,0,0
62,AM,201004,201906,1,6,1,103,77,58,16,20,129,42,0,1,5,171,4841,746689.42,11,0,0,160,0
62,RR,201005,201906,1,7,1,32,65,38,35,17,97,58,0,1,4,155,881,218515.73,15,140,0,0,0
62,PA,201004,201906,8,69,4,450,977,706,726,288,1594,1103,0,1,3,2697,68561,4071416.35,1179,174,0,1344,0
62,AP,201004,201906,1,3,1,24,25,67,29,5,64,62,0,1,2,126,1623,120364.04,0,126,0,0,0
62,TO,201210,201906,2,5,1,15,34,9,26,5,51,23,0,1,1,74,254,64185.37,0,5,34,35,0
62,MA,201008,201906,3,36,3,186,724,439,254,62,895,584,0,1,4,1479,14061,957413.64,633,40,0,806,0
62,PI,201009,201906,3,22,3,57,74,93,40,59,150,116,0,1,3,266,3637,286446.35,95,0,171,0,0
62,CE,201006,201906,7,71,3,287,502,429,437,249,1156,461,0,1,7,1617,38338,1724520.64,746,84,183,0,604
62,RN,201101,201906,6,42,1,143,364,254,141,131,607,283,0,1,2,890,20832,671532.34,340,0,173,0,377
62,PB,201004,201906,3,66,2,242,588,370,440,204,958,644,2,1,6,1602,30632,1201520.28,530,0,1072,0,0
62,PE,201101,201906,3,12,3,181,494,260,214,110,707,371,0,1,5,1078,5167,566911.76,11,0,0,0,1067
62,AL,201007,201906,1,33,1,203,471,416,131,150,664,504,0,1,3,1168,15928,1349327.38,264,0,904,0,0
62,SE,201311,201906,1,16,1,37,68,245,71,54,377,61,0,1,3,438,6674,66906.49,193,0,0,0,245
62,BA,201606,201906,18,66,3,173,383,274,293,209,796,363,0,1,3,1159,52456,636393.58,457,2,96,0,604
62,MG,201008,201906,30,123,4,260,309,280,407,252,885,363,0,1,5,1248,62533,1445690.58,170,17,632,59,370
62,ES,201003,201906,10,33,1,124,167,232,191,100,426,264,0,1,6,690,10297,900162.78,0,60,176,0,454
62,RJ,201003,201906,1,51,1,410,308,295,400,225,744,484,0,1,4,1228,61977,2051482.74,0,0,87,107,1034
62,SP,201003,201906,31,336,4,2077,4310,4372,4342,3585,10664,5945,4,1,8,16609,565706,16367789.85,0,246,1942,2250,12171
62,PR,201003,201906,22,154,1,508,1111,667,794,962,2162,1372,8,1,6,3534,114974,3565458.48,20,278,1587,127,1522
62,SC,201005,201906,1,101,1,276,730,356,506,594,1245,941,2,1,6,2186,72218,2589463.29,0,0,1113,298,775
62,RS,201102,201906,18,66,2,141,152,176,319,290,618,319,0,1,5,937,43454,781167.99,0,0,535,27,375
62,MS,201004,201906,3,23,3,115,367,160,179,125,600,231,0,1,4,831,26260,723936.19,0,46,189,596,0
62,MT,201001,201906,2,55,2,331,1398,642,523,298,1752,1109,0,1,5,2861,43381,6801761.78,178,1033,0,1650,0
62,GO,201004,201906,3,66,2,246,278,228,192,110,591,217,0,1,5,808,31238,1811166.41,1,278,301,22,206
62,DF,201207,201906,3,6,1,72,110,191,324,229,609,245,0,1,5,854,42770,404661.07,0,0,0,0,633
63,RO,200802,201906,1,10,1,40,92,22,29,41,92,92,0,4,6,184,11665,14666.56,3,56,125,0,0
63,AC,200803,201906,2,5,2,70,59,128,198,56,170,271,0,3,4,441,26212,84478.10,22,419,0,0,0
63,AM,200804,201906,2,1,2,12,137,22,10,0,115,54,0,2,4,169,10050,12011.60,0,0,0,169,0
63,RR,201002,201002,1,1,1,1,0,1,0,0,1,0,0,1,1,1,48,23.74,0,1,0,0,0
63,PA,200803,201906,7,12,3,25,307,4,10,0,168,153,0,3,4,321,17012,16483.64,103,3,0,215,0
63,AP,201709,201711,1,1,1,1,0,0,0,4,0,4,0,1,1,4,360,139.65,0,4,0,0,0
63,TO,201205,201806,3,3,1,4,0,13,11,0,6,18,0,1,1,24,2610,1674.51,0,3,6,15,0
63,MA,200801,201906,4,17,4,113,424,114,153,433,915,209,0,9,5,1124,40669,45793.52,172,9,0,943,0
63,PI,200801,201906,4,21,4,93,345,61,185,189,440,340,0,7,5,780,51366,85002.02,214,0,566,0,0
63,CE,200801,201906,8,47,2,256,452,138,608,1361,2133,426,0,9,5,2559,99821,104270.43,1734,170,28,0,627
63,RN,200801,201906,7,49,2,202,38,122,526,636,937,385,0,6,6,1322,65313,43941.87,276,0,625,0,421
63,PB,200801,201906,3,62,2,265,426,120,335,649,1120,410,0,8,6,1530,56016,54850.11,1016,0,514,0,0
63,PE,200801,201906,4,145,4,2807,1041,11772,19448,9299,16703,24857,32,8,6,41560,5459052,4656126.78,10007,0,2796,0,28757
63,AL,200801,201906,2,44,2,326,157,716,1702,647,1362,1860,2,6,5,3222,124272,93125.79,721,0,2501,0,0
63,SE,200801,201906,2,14,2,482,572,1149,1440,654,1772,2043,0,5,5,3815,487828,2030030.73,318,0,0,0,3497
63,BA,200803,201905,12,39,3,70,157,102,37,7,139,164,0,5,5,303,27292,34847.44,162,7,32,0,102
63,MG,200801,201906,32,374,2,2635,2874,8172,18823,12710,19002,23577,0,9,7,42579,6054865,3250821.40,4200,1638,19210,3391,14140
63,ES,200801,201906,11,29,2,310,953,775,955,684,2099,1268,0,7,5,3367,266282,368489.53,0,158,516,0,2693
63,RJ,200801,201906,2,49,2,354,2199,1411,2610,1269,4713,2776,0,9,7,7489,760329,896919.53,0,0,1476,372,5641
63,SP,200801,201906,29,377,2,6756,13342,15036,30871,29926,46970,42205,20,9,9,89175,9566179,12602505.19,0,1474,6343,9240,72118
63,PR,200801,201906,23,148,2,860,3443,4533,8959,12905,22173,7667,16,9,8,29840,1848588,2217353.13,59,455,7666,243,21417
63,SC,200801,201906,2,88,2,258,1586,1275,2352,1364,3476,3101,14,9,13,6577,463800,424664.72,0,0,2638,1116,2823
63,RS,200801,201906,18,168,1,751,1414,1895,3806,3872,5379,5608,0,9,7,10987,1242631,1250537.30,0,0,6749,361,3877
63,MS,200801,201906,3,13,2,32,682,222,30,76,676,334,0,6,4,1010,51428,47555.19,0,27,117,866,0
63,MT,200801,201901,2,9,2,485,308,519,690,414,897,1034,0,6,4,1931,212220,1015558.86,0,109,0,1822,0
63,GO,200801,201906,3,23,2,48,688,91,68,169,550,466,0,5,4,1016,58855,52142.80,0,290,406,0,320
63,DF,200801,201906,4,8,3,25,523,69,30,114,614,122,0,3,4,736,26449,31105.58,0,0,0,0,599
64,RO,200801,201906,6,48,6,815,616,6489,9497,2934,11777,7759,0,7,17,19536,1924735,1172729.02,2929,4699,11908,0,0
64,AC,200801,201906,4,17,3,269,363,2835,3284,1075,4938,2619,0,7,16,7557,686388,867999.81,910,6647,0,0,0
64,AM,200801,201906,6,25,6,587,395,5210,7246,3486,10289,6048,0,6,10,16337,1862457,1069904.70,1393,0,0,14944,0
64,RR,200802,201904,3,7,3,66,70,412,522,47,724,327,0,5,11,1051,93780,117957.34,16,1029,0,0,0
64,PA,200801,201906,11,74,4,549,1065,4498,6988,2783,9331,6007,3,8,11,15338,1577521,1394059.30,4028,1074,0,10236,0
64,AP,200912,201906,2,4,2,27,71,236,201,11,198,321,0,4,6,519,39385,22786.94,0,519,0,0,0
64,TO,200801,201906,7,48,4,285,206,3267,4122,978,5408,3165,0,8,14,8573,751655,651494.70,376,3058,1743,3396,0
64,MA,200801,201906,7,110,7,1955,1814,13161,21075,9853,29716,16187,0,7,20,45903,2354864,3389243.44,7238,2296,0,36369,0
64,PI,200801,201906,6,137,6,1241,2282,17386,23580,8392,33390,18250,0,8,16,51640,4652051,3328707.20,12199,0,39441,0,0
64,CE,200801,201906,26,164,8,2662,6875,22192,30750,17479,47867,29436,0,10,19,77303,6144778,6764629.66,26419,2259,2924,0,45701
64,RN,200801,201906,13,120,6,1543,2925,8658,15628,7977,20780,14408,0,10,15,35188,3443906,2123018.33,9751,0,4578,0,20859
64,PB,200801,201906,12,157,7,1413,2343,10437,14698,10513,24493,13498,5,8,26,37991,2186932,2079017.80,10898,0,27093,0,0
64,PE,200801,201906,12,135,8,2256,8718,35944,56178,25484,77923,48402,0,8,24,126325,12137144,11636639.08,8981,0,398,0,116946
64,AL,200801,201906,8,69,6,876,1133,6534,10670,5326,14706,8957,0,9,17,23663,1883525,1298222.85,7615,0,16048,0,0
64,SE,200801,201906,9,62,4,661,2043,8008,10195,4543,14194,10595,0,7,17,24789,2344098,2662277.99,9961,0,0,0,14828
64,BA,200802,201906,35,326,5,3249,3984,16882,20855,11097,34057,18761,0,8,16,52818,6631189,2396698.87,23921,524,6340,0,22033
64,MG,200801,201906,38,737,6,11238,18366,158766,216863,104416,296119,202292,0,10,24,498411,59199392,72491747.94,45984,19282,216061,37099,179985
64,ES,200801,201906,14,77,4,3008,6278,45112,58880,27086,84666,52690,4,8,21,137356,15615067,16007630.84,0,10531,45642,0,81183
64,RJ,200801,201906,6,89,3,4927,9724,54744,98708,46055,133458,75773,0,9,20,209231,28132225,33171066.61,0,0,25211,8820,175200
64,SP,200801,201906,53,637,9,50869,61726,437852,662029,364199,940412,585400,28,10,29,1525812,129226932,137082295.63,0,33870,195420,195359,1101163
64,PR,200801,201906,25,392,4,11676,28282,224739,280437,113227,393494,253191,116,10,22,646685,50472600,42623051.62,6411,20523,275854,20519,323378
64,SC,200801,201906,6,273,5,6751,13631,140627,187473,83344,262861,162214,47,10,37,425075,34552375,40872741.39,0,0,153555,74935,196585
64,RS,200801,201906,21,449,4,7142,9982,82605,123661,50741,165561,101428,0,10,33,266989,23330313,33937081.26,0,0,109749,26412,130819
64,MS,200801,201906,3,65,3,1213,1511,13778,22386,9188,30851,16012,5,8,14,46863,3964671,2277925.25,0,432,16337,30094,0
64,MT,200801,201906,2,98,2,1460,934,9935,13199,4889,17173,11784,0,8,20,28957,2901632,1938815.07,688,7860,0,20409,0
64,GO,200801,201906,9,194,4,3242,5871,49724,57044,23434,80807,55266,0,8,23,136073,11695401,10783871.25,829,25510,52684,5787,51263
64,DF,200801,201906,11,19,8,1911,5907,53807,65894,25086,95863,54831,0,7,21,150694,14416620,10822463.06,0,0,0,0,95156
65,RO,201006,201906,2,20,2,90,76,115,62,20,164,109,0,1,2,273,2745,505533.01,17,35,221,0,0
65,AC,200801,201906,2,7,1,37,54,30,21,6,37,74,0,1,3,111,942,186434.51,28,83,0,0,0
65,AM,200801,201906,3,9,3,175,119,84,149,40,242,150,0,1,4,392,6775,1117063.01,9,0,0,383,0
65,RR,200801,201906,1,3,1,11,6,12,30,1,18,31,0,1,3,49,528,72991.21,5,44,0,0,0
65,PA,201007,201906,11,33,6,130,135,92,41,45,142,171,0,1,1,313,2967,534079.35,176,60,0,77,0
65,AP,200804,201906,1,2,1,90,171,115,61,25,123,249,0,1,3,372,2229,348780.21,0,372,0,0,0
65,TO,200909,201906,4,15,2,52,65,82,79,30,112,144,2,1,2,256,1265,207240.19,15,34,166,41,0
65,MA,200801,201906,2,52,2,419,389,354,313,163,568,651,0,1,2,1219,13506,2282270.65,303,83,0,833,0
65,PI,201008,201906,2,39,2,127,134,200,175,59,218,350,0,1,2,568,3286,745191.83,170,0,398,0,0
65,CE,200802,201906,6,65,2,298,253,183,172,152,377,383,0,1,5,760,7062,1265094.21,340,27,29,0,364
65,RN,200804,201906,5,66,2,370,215,485,615,445,949,811,0,1,4,1760,16045,2829210.69,353,0,340,0,1067
65,PB,200802,201906,3,65,2,312,308,453,578,321,720,940,2,1,3,1660,11251,2262851.07,306,0,1354,0,0
65,PE,200801,201906,1,60,1,698,633,876,825,451,1193,1592,0,1,3,2785,18248,3454793.06,97,0,5,0,2683
65,AL,200801,201906,2,29,2,157,176,162,146,133,247,373,0,1,2,620,6031,1000850.17,122,0,498,0,0
65,SE,200912,201906,1,36,1,139,124,243,210,118,320,375,0,1,3,695,4418,803932.96,282,0,0,0,413
65,BA,200903,201810,4,8,3,9,1,7,9,2,10,9,0,1,2,19,248,53557.65,17,0,0,0,2
65,MG,200801,201906,33,231,4,601,232,600,597,324,640,1116,0,1,6,1756,30419,6339031.00,227,64,1017,52,396
65,ES,200801,201906,11,33,2,158,54,108,652,408,388,834,1,1,5,1222,12398,2324278.35,0,67,423,0,732
65,RJ,200801,201906,1,60,1,473,106,168,272,126,285,387,0,1,3,672,15561,3190432.38,0,0,148,32,492
65,SP,200801,201906,27,363,2,2448,1343,2742,4596,4167,5146,7705,0,1,9,12851,175706,30865306.29,0,163,1767,874,10047
65,PR,200801,201906,21,232,1,1177,379,460,690,552,815,1266,4,1,5,2081,33593,6273556.46,16,15,964,87,999
65,SC,200801,201906,3,110,2,448,87,146,272,154,248,411,0,1,5,659,13970,2550626.63,0,0,186,137,336
65,RS,200807,201906,18,67,2,166,30,124,180,101,277,158,0,1,3,435,9673,2930329.75,0,0,282,17,136
65,MS,200801,201906,2,31,2,134,44,111,152,57,141,223,0,1,6,364,5290,781802.08,0,1,92,271,0
65,MT,200809,201906,2,53,2,246,158,194,299,212,335,528,0,1,5,863,9708,1978273.34,43,447,0,373,0
65,GO,200801,201906,4,81,3,392,92,172,169,116,189,360,0,1,3,549,11045,2269623.48,8,113,168,23,237
65,DF,200808,201905,3,3,2,77,47,113,156,39,147,208,0,1,2,355,2190,525813.51,0,0,0,0,342
66,AM,200804,201407,2,1,2,2,5,3,0,0,8,0,0,2,2,8,40,37.52,0,0,0,8,0
66,PA,201703,201705,1,1,1,1,0,4,0,0,4,0,0,1,1,4,40,22.07,0,0,0,4,0
66,MA,200801,200907,1,1,1,5,9,24,0,0,33,0,0,2,1,33,380,440.53,0,0,0,33,0
66,CE,200801,201906,4,19,1,52,125,231,98,118,554,18,0,3,2,572,8561,8300.93,184,4,10,0,374
66,RN,200801,201810,3,15,2,29,49,62,1,19,112,19,0,3,2,131,1823,1825.95,41,0,3,0,87
66,PB,200801,201906,2,14,1,38,95,180,94,51,401,19,0,3,2,420,5424,5163.99,87,0,333,0,0
66,PE,200801,201906,2,14,2,19,12,372,106,5,490,5,0,3,2,495,6005,5501.40,89,0,0,0,406
66,AL,200801,201906,1,4,1,13,9,118,17,0,144,0,0,3,2,144,2239,1907.78,22,0,122,0,0
66,BA,201802,201905,1,1,1,3,0,16,0,0,16,0,0,1,1,16,264,357.62,0,0,0,0,16
66,MG,200801,201906,13,18,2,20,21,106,43,0,170,0,0,3,2,170,2646,2636.56,8,4,126,12,20
66,ES,200802,201906,5,9,1,20,86,145,98,0,329,0,0,3,2,329,4203,3789.71,0,14,158,0,157
66,RJ,200801,201712,2,21,2,62,44,200,58,48,183,167,0,3,2,350,6187,6801.19,0,0,81,8,261
66,SP,200801,201906,21,88,1,276,662,2061,628,113,2972,492,0,3,2,3464,46256,42846.20,0,77,206,587,2594
66,PR,200801,201906,13,25,1,54,435,450,244,0,1123,6,0,3,2,1129,14933,13904.68,0,0,685,0,444
66,SC,201202,201906,1,4,1,3,0,47,42,0,89,0,0,3,1,89,1446,1319.52,0,0,86,0,3
66,RS,200801,201906,9,32,1,63,88,671,256,64,1012,67,0,3,2,1079,16546,14949.23,0,0,692,11,376
66,MS,200801,201101,1,3,1,6,13,24,0,0,37,0,0,3,2,37,460,537.70,0,0,17,20,0
66,MT,200809,201906,1,3,1,12,33,134,64,0,231,0,0,3,2,231,2387,2278.82,0,13,0,218,0
66,GO,200807,201803,2,3,2,3,20,14,0,0,24,10,0,2,2,34,563,415.11,0,0,25,9,0
67,RO,200812,201906,3,10,3,23,412,0,0,0,391,21,0,3,3,412,3663,253027.83,61,73,278,0,0
67,AC,201107,201906,2,3,1,5,60,0,0,0,60,0,0,2,1,60,912,19547.21,47,13,0,0,0
67,AM,200801,201906,1,10,1,51,971,0,0,0,913,58,0,3,3,971,9700,1078647.96,132,0,0,839,0
67,RR,200801,201712,1,2,1,3,20,0,0,0,20,0,0,2,3,20,226,11164.85,2,18,0,0,0
67,PA,200801,201906,7,26,2,94,1550,32,0,0,1576,6,0,5,4,1582,23246,1941393.60,291,92,0,1199,0
67,AP,201103,201906,1,1,1,7,66,0,0,0,66,0,0,2,2,66,420,45589.05,0,66,0,0,0
67,TO,200805,201906,2,14,1,30,1497,0,0,0,1497,0,0,3,3,1497,27584,1127304.51,121,375,192,809,0
67,MA,200801,201906,2,12,2,69,1034,18,0,0,1035,17,0,6,3,1052,26690,1134879.21,193,112,0,747,0
67,PI,200806,201906,3,20,3,36,713,11,0,0,712,12,0,5,3,724,12379,666487.34,356,0,368,0,0
67,CE,200801,201906,7,55,1,186,4550,24,5,0,4317,262,0,6,4,4579,113835,3513656.45,1518,209,492,0,2360
67,RN,200801,201906,8,29,4,66,1100,0,0,0,1100,0,0,6,3,1100,16481,1074593.47,367,0,57,0,676
67,PB,200803,201906,2,46,1,94,1825,2,0,0,1743,84,0,6,4,1827,28070,1981202.29,1045,0,782,0,0
67,PE,200801,201906,1,35,1,120,4940,11,0,0,4704,247,0,5,3,4951,72521,3324502.60,326,0,4,0,4621
67,AL,200801,201906,1,3,1,9,213,0,0,0,213,0,0,2,4,213,4102,235392.67,18,0,195,0,0
67,SE,200907,201906,1,19,1,42,1218,9,0,0,1189,38,0,4,3,1227,14950,1549246.76,591,0,0,0,636
67,BA,200801,201905,7,63,2,136,695,7,0,10,704,8,0,5,3,712,14592,416518.18,220,13,112,0,367
67,MG,200801,201906,31,164,3,394,10617,35,5,1,10426,232,0,6,3,10658,188241,11496507.61,936,428,4227,968,4099
67,ES,200801,201906,10,29,1,95,2840,5,0,0,2803,42,0,5,3,2845,58947,2265326.82,0,88,741,0,2016
67,RJ,200801,201906,1,41,1,243,7828,121,6,0,7302,653,0,6,4,7955,209204,5324182.05,0,0,737,453,6765
67,SP,200801,201906,26,260,2,1357,36851,230,87,27,36085,1110,0,6,4,37195,546420,42155765.56,0,277,3472,5035,28411
67,PR,200801,201906,23,98,2,320,15704,159,19,0,15543,339,0,6,4,15882,240257,14323208.95,50,276,5379,433,9744
67,SC,200801,201906,1,91,1,211,7082,116,6,0,6988,216,0,6,4,7204,96001,8150418.50,0,0,2291,1450,3463
67,RS,200801,201906,18,102,2,225,4361,40,13,2,4290,126,0,6,4,4416,110645,4200594.96,0,0,1675,320,2421
67,MS,200801,201906,1,28,1,68,2522,46,35,0,2504,99,0,5,4,2603,44528,1798482.75,0,0,652,1951,0
67,MT,200802,201906,2,38,2,97,2065,47,0,22,2042,92,0,6,4,2134,25458,2254861.63,52,883,0,1199,0
67,GO,200801,201906,4,55,2,158,5593,73,0,0,5445,221,0,6,3,5666,97185,5842841.24,96,925,1994,109,2542
67,DF,200801,201906,3,16,1,183,7225,0,0,16,7056,185,0,5,3,7241,189306,4919866.17,0,0,0,0,5430
68,RO,200802,201906,2,26,2,96,1645,674,717,6,1280,1762,0,6,13,3042,133260,590058.47,548,838,1656,0,0
68,AC,200801,201906,4,6,3,53,506,474,258,67,410,895,0,5,10,1305,61171,283822.25,222,1083,0,0,0
68,AM,200801,201906,2,19,2,166,1718,218,301,168,1239,1166,0,5,12,2405,98343,425794.38,189,0,0,2216,0
68,RR,201202,201904,2,3,2,16,79,49,4,7,87,52,0,6,3,139,4125,18671.08,0,139,0,0,0
68,PA,200801,201906,10,52,2,234,2801,1766,636,23,2338,2889,0,9,13,5227,271507,1011446.92,2166,300,0,2761,0
68,AP,200811,201906,3,3,2,26,370,62,0,0,213,219,0,6,7,432,16642,90088.75,0,432,0,0,0
68,TO,200802,201906,4,23,2,52,915,104,192,50,458,803,0,4,12,1261,33015,129707.38,176,322,144,619,0
68,MA,200801,201906,2,57,2,303,2548,1845,1084,358,3155,2680,0,9,13,5835,206635,996070.32,1204,217,0,4414,0
68,PI,200801,201906,4,40,4,172,1486,1603,513,321,1443,2480,2,8,12,3923,195003,832042.64,1428,0,2495,0,0
68,CE,200801,201906,7,110,1,727,6441,6388,3260,1622,8974,8737,0,8,14,17711,861885,3976715.09,4585,668,803,0,11655
68,RN,200801,201906,6,41,2,101,311,721,819,254,1341,764,0,8,10,2105,115089,457782.12,825,0,440,0,840
68,PB,200801,201906,3,71,2,269,2916,1992,934,374,3445,2771,0,8,14,6216,209598,1013868.51,2191,0,4025,0,0
68,PE,200801,201906,2,85,2,483,7533,7282,3394,461,8066,10604,0,8,12,18670,827047,3489149.05,2337,0,30,0,16303
68,AL,200801,201906,2,31,2,132,1337,1345,942,164,2140,1648,0,6,13,3788,188220,966003.42,1535,0,2253,0,0
68,SE,200907,201906,2,18,2,60,782,538,418,71,690,1119,0,7,11,1809,78431,367592.85,860,0,0,0,949
68,BA,200809,201906,31,111,4,228,671,395,296,90,591,861,0,8,7,1452,68242,506207.18,1080,16,162,0,194
68,MG,200801,201906,31,344,3,1472,17698,14835,13302,3688,21966,27557,0,9,13,49523,2973126,12296852.66,6569,2300,18700,3826,18128
68,ES,200801,201906,11,49,2,240,2914,1859,1899,219,3308,3583,0,9,14,6891,330003,1438396.33,0,398,1471,0,5022
68,RJ,200801,201906,4,62,3,982,17709,6591,7485,1919,13774,19930,0,9,17,33704,2073462,9027526.18,0,0,2748,800,30156
68,SP,200801,201906,33,419,5,4254,46155,36633,28524,9015,52705,67622,0,9,15,120327,6207283,24331654.45,0,1316,14447,12885,91679
68,PR,200801,201906,26,232,5,1057,15627,13111,9245,3093,16479,24597,7,9,15,41076,1708963,6811208.03,368,765,17104,1651,21188
68,SC,200801,201906,1,120,1,379,5544,6054,4864,2059,8216,10305,10,9,17,18521,881533,3514218.53,0,0,7490,3719,7312
68,RS,200801,201906,18,197,2,814,13222,8193,6117,2645,11791,18386,0,9,17,30177,1586761,6585476.94,0,0,12661,2353,15163
68,MS,200801,201906,3,41,3,193,2552,1541,1187,446,2216,3510,0,9,13,5726,223101,819181.90,0,455,1254,4017,0
68,MT,200802,201906,2,40,2,213,1371,1586,943,294,2039,2155,0,8,12,4194,273253,996551.09,67,1266,0,2861,0
68,GO,200801,201906,5,98,3,416,6978,4290,2371,437,5985,8091,0,9,13,14076,691208,2780412.45,285,3378,4993,612,4808
68,DF,200801,201906,3,18,1,341,7787,4269,3373,346,7407,8368,0,8,13,15775,731214,2884131.90,0,0,0,0,9980
69,RO,201508,201906,3,17,3,77,0,21,235,559,327,488,0,12,1,815,10269,0.00,90,145,580,0,0
69,AC,201709,201906,2,1,2,13,0,5,13,68,28,58,0,5,1,86,1185,0.00,0,86,0,0,0
69,AM,201312,201906,2,6,2,118,0,44,182,524,317,433,0,11,1,750,11630,0.00,15,0,0,735,0
69,RR,201412,201502,1,1,1,1,0,0,6,0,6,0,0,1,1,6,0,0.00,0,6,0,0,0
69,PA,201610,201906,4,4,2,16,0,5,60,27,22,70,0,6,1,92,1274,0.00,5,65,0,22,0
69,AP,201606,201906,3,3,3,4,4,0,4,5,9,4,0,4,1,13,209,0.00,0,13,0,0,0
69,TO,201411,201905,4,7,2,35,19,3,165,297,222,262,0,12,1,484,9373,0.00,12,357,27,88,0
69,MA,201401,201906,4,6,3,34,0,5,76,171,159,93,0,8,1,252,5498,0.00,63,0,0,189,0
69,PI,201408,201906,2,2,2,24,0,22,141,213,200,176,0,6,1,376,8588,0.00,164,0,212,0,0
69,CE,201403,201902,3,10,3,21,0,0,43,109,47,105,0,8,1,152,643,0.00,152,0,0,0,0
69,RN,201403,201906,8,67,3,355,0,60,1008,2327,1402,1993,0,19,1,3395,69255,0.00,1532,0,258,0,1605
69,PB,201509,201906,4,42,3,171,0,62,697,1663,1223,1199,0,19,1,2422,24083,0.00,1760,0,662,0,0
69,PE,201404,201906,4,22,4,260,17,138,1611,3487,2596,2657,0,17,1,5253,65263,0.00,71,0,0,0,5182
69,AL,201408,201906,2,16,2,144,0,44,744,1114,779,1123,2,20,1,1902,46834,0.00,711,0,1191,0,0
69,SE,201405,201906,3,29,2,187,3,90,870,2212,1449,1726,2,13,1,3175,68625,0.00,679,0,0,0,2496
69,BA,201403,201906,18,93,2,466,83,48,833,3013,2027,1950,0,18,1,3977,105402,0.00,980,4,77,0,2916
69,MG,201402,201906,30,142,3,412,17,45,1905,4246,2280,3933,0,18,1,6213,144453,0.00,727,546,3470,283,1187
69,ES,201308,201906,11,72,2,4336,92,694,19694,50545,31878,39147,7,23,1,71025,1972216,0.00,0,4254,30650,0,36121
69,RJ,201403,201906,3,30,3,135,0,26,370,1032,609,819,0,13,1,1428,33663,0.00,0,0,441,137,850
69,SP,201308,201906,30,583,3,60987,858,10968,194168,353784,215665,344113,54,23,1,559778,11605628,0.00,0,6320,96289,67233,389936
69,PR,201308,201906,24,343,3,11535,313,4250,78042,179741,100157,162189,207,23,1,262346,4948130,0.00,4262,5763,152524,9118,90679
69,SC,201404,201906,2,77,2,2893,3,334,9619,19458,11756,17658,14,21,1,29414,606203,0.00,0,0,18022,4047,7345
69,RS,201511,201906,19,323,2,3615,0,459,10450,19779,10578,20110,0,22,1,30688,883642,0.00,0,0,16111,2283,12288
69,MS,201407,201906,3,19,2,91,0,29,381,447,297,560,0,13,1,857,14120,0.00,0,5,319,533,0
69,MT,201406,201906,3,25,2,127,0,31,346,591,237,731,0,15,1,968,21666,0.00,19,652,0,297,0
69,GO,201310,201906,2,180,2,3597,56,1243,20866,46390,29134,39421,0,20,1,68555,2010627,0.00,271,9782,42323,6451,9728
70,RO,201005,201906,2,14,2,33,206,73,137,48,149,315,1,2,4,464,11515,471272.80,49,99,316,0,0
70,AC,201002,201906,2,4,1,21,153,106,65,23,256,91,0,2,3,347,11129,562515.57,36,311,0,0,0
70,AM,200803,201906,2,12,2,110,730,573,161,289,1088,665,0,2,5,1753,58275,3187956.70,130,0,0,1623,0
70,RR,201005,201906,2,3,2,18,130,9,1,22,116,46,0,2,2,162,4958,305951.80,8,154,0,0,0
70,PA,200801,201906,9,57,4,313,1681,828,259,381,1738,1411,0,2,8,3149,81520,4318222.47,1148,273,0,1728,0
70,AP,201205,201906,4,5,4,28,356,185,15,0,360,196,0,2,4,556,19646,1195107.97,0,556,0,0,0
70,TO,200804,201906,6,15,3,33,223,174,121,25,365,178,0,2,6,543,20323,803719.47,68,249,169,57,0
70,MA,200802,201906,4,35,4,232,1496,596,339,231,1473,1189,0,2,7,2662,138463,5538016.72,647,160,0,1855,0
