"co_pcdt","sg_uf","nu_competencia_min","nu_competencia_max","qt_municipios_atendimento","qt_municipios_paciente","qt_secretarias","qt_cns_pacientes","qt_00a20","qt_21a40","qt_41a60","qt_61a00","qt_sexof","qt_sexom","qt_obito_paciente","qt_cid","qt_sigtap","qt_registros","qt_aprovada","vl_aprovado_ipca","qt_redesbr1","qt_redesbr2","qt_redesbr3","qt_redesbr4","qt_redesbr5"
29,PR,200801,201906,29,395,6,12980,265592,287702,263440,54520,453675,417579,318,9,21,871254,56083547,15213095.23,45674,22544,398938,23018,381080
29,SC,200801,201906,5,268,4,3652,69880,90390,64784,12333,123928,113459,86,9,32,237387,15171170,2835375.40,0,0,81091,55918,100378
29,RS,200801,201906,22,399,5,3898,43035,37447,26365,8409,57307,57949,0,9,50,115256,9697129,5188992.06,0,0,50271,9115,55855
29,MS,200801,201906,3,70,3,1287,23274,23980,17377,3397,33251,34777,0,9,22,68028,4057805,1488148.65,0,1122,23953,42953,0
29,MT,200801,201906,5,107,4,1812,19205,13302,6893,1995,21313,20082,0,9,22,41395,2629569,1264614.35,720,10386,0,30289,0
29,GO,200801,201906,12,216,6,4118,48958,63661,49025,14605,90529,85721,0,9,19,176250,12656633,3787250.67,599,23331,60616,12259,79445
29,DF,200801,201906,12,19,5,1511,31913,27955,16546,2674,40775,38313,0,9,18,79088,5349091,1244229.75,0,0,0,0,48656
30,RO,200801,201906,1,25,1,98,0,212,784,320,643,673,6,1,2,1316,59446,614519.75,165,458,693,0,0
30,AC,200910,201906,3,5,3,17,4,35,149,40,125,103,0,1,2,228,8247,70775.59,50,178,0,0,0
30,AM,200801,201906,2,14,2,128,34,345,1440,478,755,1542,0,1,2,2297,108135,1210708.50,302,0,0,1995,0
30,RR,200811,201906,2,5,2,20,0,44,89,49,138,44,0,1,2,182,7120,73744.62,12,170,0,0,0
30,PA,200801,201906,12,52,4,269,41,689,2144,1241,1451,2665,5,1,2,4116,180237,1953019.95,1201,299,0,2616,0
30,AP,200804,201906,1,3,1,34,8,114,221,72,79,336,0,1,2,415,15874,224571.91,0,415,0,0,0
30,TO,200801,201906,5,21,2,73,0,325,1005,268,485,1113,2,1,2,1598,65994,903439.14,80,402,358,758,0
30,MA,200801,201906,8,40,7,289,53,738,2662,2127,2179,3401,0,1,2,5580,184067,2801155.46,1059,208,0,4313,0
30,PI,200801,201906,2,46,2,219,17,232,1964,1360,1843,1730,8,1,2,3573,152386,1833179.91,1191,0,2382,0,0
30,CE,200801,201906,9,106,3,539,41,1126,5202,4756,5794,5331,11,1,2,11125,513793,6524226.53,4312,221,369,0,6223
30,RN,200801,201906,11,76,5,304,10,474,2679,2362,2322,3203,0,1,2,5525,227017,2931523.04,1901,0,630,0,2994
30,PB,200801,201906,5,80,3,296,12,789,2659,2612,2555,3517,2,1,2,6072,202964,2667684.48,2469,0,3603,0,0
30,PE,200801,201906,4,59,3,468,2,1262,5182,4420,5190,5676,16,1,2,10866,398028,4336213.19,655,0,41,0,10170
30,AL,200801,201906,2,38,2,157,11,489,1371,962,1020,1813,10,1,2,2833,126494,1548208.65,817,0,2016,0,0
30,SE,200801,201906,3,32,2,142,30,531,1732,1822,1745,2370,8,1,2,4115,115477,1845928.39,1577,0,0,0,2538
30,BA,200801,201906,27,183,1,758,165,1235,4778,4715,3981,6913,0,1,2,10894,510021,6014154.59,5671,227,537,0,4459
30,MG,200801,201906,33,432,5,2219,333,3512,24446,22433,21860,28864,0,1,2,50724,2780705,34353916.17,6548,1365,20213,2683,19915
30,ES,200801,201906,13,63,4,469,31,830,5690,5413,4629,7335,22,1,2,11964,655646,8249572.17,0,676,3460,0,7828
30,RJ,200801,201906,3,68,2,1244,149,2032,11409,9493,10232,12851,0,1,5,23083,1252490,17610773.24,0,0,2810,792,19481
30,SP,200801,201906,33,451,5,5735,290,9309,60078,60021,57461,72237,64,1,3,129698,6559161,85586220.39,0,951,14080,13552,101115
30,PR,200801,201906,25,223,3,971,55,2511,10835,9391,10331,12461,182,1,2,22792,1033268,13260539.63,92,327,9660,1189,11524
30,SC,200801,201906,3,172,3,713,197,1623,9060,6380,6349,10911,153,1,3,17260,815690,10568190.01,0,0,5594,3500,8166
30,RS,200801,201906,19,266,2,1218,121,1512,9013,9677,9009,11314,0,1,2,20323,1147978,13248711.31,0,0,8259,1483,10581
30,MS,200801,201906,2,47,2,213,38,292,2155,2647,2163,2969,3,1,2,5132,239000,2890931.39,0,6,1633,3493,0
30,MT,200801,201906,2,53,2,246,6,685,2765,1015,1180,3291,1,1,2,4471,198410,2776144.18,150,1048,0,3273,0
30,GO,200801,201906,4,103,3,540,56,1202,4896,4659,4738,6075,0,1,2,10813,564886,6261475.74,47,1410,3929,421,5006
30,DF,200801,201906,5,17,3,330,2,557,2717,2641,2289,3628,0,1,2,5917,249799,3400485.80,0,0,0,0,4473
31,RO,200801,201906,4,24,4,112,76,1338,1837,110,2788,573,0,1,14,3361,61207,1770649.15,245,593,2523,0,0
31,AC,200801,201906,3,4,2,28,69,451,425,32,835,142,1,1,10,977,11379,430413.21,38,939,0,0,0
31,AM,200801,201906,3,14,3,189,571,4220,2042,108,5529,1412,0,1,14,6941,115746,2290810.37,502,0,0,6439,0
31,RR,200802,201906,2,3,2,41,155,553,511,136,820,535,1,1,7,1355,15735,904224.78,88,1267,0,0,0
31,PA,200801,201906,8,34,4,205,509,4441,2792,523,5959,2313,0,1,13,8272,92874,4993812.14,1445,274,0,6553,0
31,AP,201011,201906,1,2,1,16,9,327,79,12,365,62,3,1,6,427,5498,1915.09,0,427,0,0,0
31,TO,200801,201906,7,14,4,73,124,1205,1023,109,2120,341,0,1,13,2461,22300,1891687.25,175,643,590,1053,0
31,MA,200801,201906,2,32,2,242,269,3324,2796,385,5026,1748,0,1,13,6774,90763,4068725.20,920,225,0,5629,0
31,PI,200801,201906,3,51,3,222,455,3412,3632,466,5100,2865,0,1,15,7965,103832,5535401.62,2132,0,5833,0,0
31,CE,200801,201906,9,108,3,1111,1558,19152,13373,3030,28159,8954,1,1,16,37113,609950,30604712.60,8017,732,928,0,27436
31,RN,200801,201906,9,61,3,391,479,6992,4885,1635,10881,3110,0,1,14,13991,175736,9407028.75,3251,0,1386,0,9354
31,PB,200801,201906,6,68,5,359,887,7994,7932,1569,13696,4686,1,1,16,18382,182199,11370438.40,3013,0,15369,0,0
31,PE,200801,201906,8,77,4,780,1376,22135,17413,2717,33626,10015,2,1,16,43641,569774,27787646.55,2902,0,368,0,40371
31,AL,200801,201906,6,41,5,335,426,5769,6283,769,8069,5178,2,1,16,13247,122777,5639000.13,4134,0,9113,0,0
31,SE,200802,201906,6,20,3,177,198,2903,3141,794,5880,1156,0,1,14,7036,52262,4708044.79,1172,0,0,0,5864
31,BA,200801,201906,32,224,4,1549,1918,20411,20770,3204,34602,11701,0,1,14,46303,787485,44011739.42,11774,537,2003,0,31989
31,MG,200801,201906,39,420,5,3379,4849,80540,68439,9141,119666,43303,0,1,16,162969,2677657,135548827.88,7139,4174,51481,13410,86765
31,ES,200801,201906,11,48,2,484,866,9721,7674,731,13474,5518,0,1,15,18992,256021,17871001.11,0,988,5320,0,12684
31,RJ,200801,201906,5,75,3,2821,4972,53330,59754,11063,89641,39478,0,1,18,129119,2027005,87274177.20,0,0,11521,3035,114563
31,SP,200801,201906,41,498,5,14602,24085,331744,286534,40474,506179,176658,18,1,16,682837,11848488,503804385.72,0,3962,46105,74073,558697
31,PR,200801,201906,26,288,5,2844,5784,82646,69386,8755,116958,49613,30,1,16,166571,2959121,93726584.30,1136,2824,52408,2280,107923
31,SC,200801,201906,2,174,2,1339,2141,34252,32429,4681,51554,21949,8,1,20,73503,1079307,49883959.73,0,0,22501,11153,39849
31,RS,200801,201906,20,310,3,3035,2907,47562,56771,9577,83639,33178,0,1,21,116817,1758289,91663625.18,0,0,36622,7107,73088
31,MS,200801,201906,1,45,1,372,611,9427,9091,1381,15060,5450,3,1,14,20510,330912,19572395.73,0,500,2943,17067,0
31,MT,200801,201906,1,46,1,365,833,5492,5454,935,9476,3238,1,1,14,12714,162570,9281172.16,188,3778,0,8748,0
31,GO,200801,201906,6,125,3,1395,2357,26547,28393,5515,44630,18182,0,1,17,62812,1040462,51021607.37,102,4646,19685,2378,36001
31,DF,200801,201906,12,19,6,1049,2268,24998,18393,1301,34384,12576,0,1,17,46960,643918,34278568.09,0,0,0,0,33415
32,RO,200801,201906,2,7,2,16,62,72,106,0,237,3,0,2,5,240,7956,37387.81,3,134,103,0,0
32,AC,200801,201906,3,4,2,19,57,122,291,18,364,124,0,2,3,488,23205,75091.36,36,452,0,0,0
32,AM,200801,201906,2,7,2,125,47,546,1115,579,2128,159,0,3,5,2287,102077,392984.19,120,0,0,2167,0
32,RR,201208,201804,1,1,1,2,4,0,9,0,4,9,0,1,2,13,304,487.27,0,13,0,0,0
32,PA,200801,201906,3,24,1,102,3,523,645,166,1168,169,0,3,5,1337,35856,84991.78,480,11,0,846,0
32,AP,201102,201906,1,3,1,5,9,36,39,0,84,0,0,1,1,84,2880,9981.68,0,84,0,0,0
32,TO,200801,201903,4,6,2,13,12,55,44,65,166,10,0,3,4,176,5760,17189.37,9,31,87,49,0
32,MA,200801,201906,2,8,2,90,27,293,648,162,1070,60,0,3,6,1130,36853,92643.91,112,0,0,1018,0
32,PI,200803,201906,3,12,3,31,33,84,159,16,265,27,0,3,6,292,12115,41817.92,89,0,203,0,0
32,CE,200801,201906,6,75,1,392,460,1290,3352,1324,5709,717,0,3,7,6426,215997,917636.03,1799,241,322,0,4064
32,RN,200801,201906,7,34,3,78,22,260,436,67,717,68,0,3,4,785,33737,105405.21,301,0,92,0,392
32,PB,200801,201906,3,33,2,90,32,413,470,280,1042,153,0,3,8,1195,43375,133319.84,347,0,848,0,0
32,PE,200801,201906,1,21,1,158,86,1111,2878,700,4067,708,0,3,7,4775,153875,619173.45,170,0,0,0,4605
32,AL,201104,201906,1,6,1,9,0,80,56,8,122,22,0,1,3,144,6144,21436.62,44,0,100,0,0
32,SE,201007,201906,2,18,2,58,0,257,794,434,1399,86,1,2,6,1485,39673,200651.36,741,0,0,0,744
32,BA,200801,201905,14,85,2,295,938,1670,1263,508,2657,1722,0,3,6,4379,339445,858496.80,1601,120,243,0,2415
32,MG,200801,201906,31,207,3,546,149,2230,5813,3120,9595,1717,0,3,8,11312,779771,2689407.91,1165,433,5275,821,3618
32,ES,200806,201906,10,32,1,119,146,631,1469,635,2669,212,0,3,8,2881,142734,674849.28,0,451,954,0,1476
32,RJ,200801,201906,2,43,2,267,26,420,2495,1173,3465,649,0,3,7,4114,281786,943900.53,0,0,694,159,3261
32,SP,200801,201906,29,361,3,2823,2487,11681,27770,13754,47173,8519,4,3,8,55692,2450301,10600333.82,0,735,7519,5454,41984
32,PR,200801,201906,22,206,1,743,1081,4054,11562,5895,19700,2892,18,3,8,22592,788657,3708649.56,323,820,9392,560,11497
32,SC,200801,201906,1,145,1,375,278,2197,8109,3685,12490,1779,15,3,10,14269,547043,2246897.82,0,0,6125,2757,5387
32,RS,200801,201906,19,196,3,729,245,1195,6478,4425,10300,2043,0,3,8,12343,686875,3115256.72,0,0,4959,813,6559
32,MS,200801,201906,2,27,2,94,155,181,1127,588,1796,255,0,3,5,2051,82110,339144.94,0,8,840,1203,0
32,MT,200809,201906,1,12,1,36,38,36,281,90,413,32,0,3,4,445,20639,69989.19,8,84,0,353,0
32,GO,200801,201906,6,56,3,153,46,812,1834,739,2882,549,0,3,8,3431,170067,747316.86,46,761,945,15,1664
32,DF,200801,201906,3,18,1,211,102,1992,3416,1352,6270,592,0,3,7,6862,282629,1118358.66,0,0,0,0,4247
33,RO,200801,201906,4,49,3,799,8537,1834,800,263,5089,6345,0,14,4,11434,8448,7076167.52,1617,1915,7902,0,0
33,AC,200802,201906,4,13,4,219,1018,95,79,82,559,715,0,7,4,1274,1272,1070676.94,61,1213,0,0,0
33,AM,200801,201906,4,18,4,720,1991,570,380,243,1449,1735,0,12,4,3184,6208,5761465.03,271,0,0,2913,0
33,RR,201011,201906,2,9,2,317,1488,431,458,268,1308,1350,0,8,2,2658,2329,951764.55,69,2589,0,0,0
33,PA,200801,201906,8,67,5,1027,4311,914,879,517,2461,4161,2,14,4,6622,4746,3373408.54,1474,16,0,5132,0
33,AP,201202,201801,1,2,1,5,20,4,1,0,16,9,0,3,2,25,15,14612.57,0,25,0,0,0
33,TO,200802,201906,9,18,5,73,273,89,72,94,234,294,0,9,4,528,399,289574.95,0,260,48,220,0
33,MA,200803,201906,4,15,4,218,432,164,172,152,475,445,0,11,3,920,1112,856688.90,304,87,0,529,0
33,PI,200802,201906,3,117,3,1099,6884,1763,2135,1327,5350,6759,0,13,4,12109,6612,4708655.43,2625,0,9484,0,0
33,CE,200801,201906,12,152,4,1908,5148,1596,1375,1344,4423,5040,2,14,4,9463,13036,9047262.32,4146,257,268,0,4792
33,RN,200801,201906,10,119,5,992,5080,1531,1519,1221,4527,4824,0,14,3,9351,7506,5048636.37,3643,0,308,0,5400
33,PB,200801,201906,6,142,5,1287,7047,3207,3518,3102,8375,8499,1,13,4,16874,10475,8848671.37,4490,0,12384,0,0
33,PE,200801,201906,7,126,5,3079,10673,6203,7496,5296,13953,15715,2,13,4,29668,12741,11999791.77,759,0,30,0,28879
33,AL,200801,201906,5,81,4,1087,6591,1684,1896,1308,4765,6714,0,12,4,11479,7033,5176639.74,5129,0,6350,0,0
33,SE,200907,201906,2,51,2,292,1033,552,411,307,815,1488,0,9,4,2303,1210,958187.42,1137,0,0,0,1166
33,BA,200808,201905,7,163,5,1274,1201,212,292,300,936,1069,0,10,4,2005,4680,2810120.35,577,21,199,0,1208
33,MG,200801,201906,37,609,5,6804,20507,8704,8044,7025,19643,24637,0,15,4,44280,68914,59333041.48,4794,2139,22150,1608,13589
33,ES,200801,201906,12,71,2,2139,17294,8061,7191,6076,15576,23046,1,10,4,38622,39047,28722784.11,0,2639,10084,0,25899
33,RJ,200801,201906,7,78,5,2548,3136,1955,2898,2354,4723,5620,0,14,7,10343,25370,19970499.21,0,0,682,309,9352
33,SP,200801,201906,29,608,10,20251,35704,19690,24461,17628,44623,52860,0,15,4,97483,127825,118263817.11,0,846,10490,10946,75201
33,PR,200801,201906,20,294,2,2716,5368,2146,1762,1346,4562,6060,6,15,4,10622,9891,7261928.05,70,265,2962,192,7133
33,SC,200801,201906,3,265,3,3860,18748,11682,12503,8132,21437,29628,19,15,8,51065,93791,82494660.86,0,0,14773,8624,27668
33,RS,200801,201906,23,357,6,3495,4221,2025,2230,1586,4741,5321,0,15,6,10062,26145,18158181.76,0,0,4109,696,5257
33,MS,200801,201906,6,73,2,1588,2804,948,839,571,1952,3210,0,13,4,5162,7381,5222991.10,0,69,773,4320,0
33,MT,200802,201906,5,86,4,1114,6475,2180,1675,794,4575,6549,0,14,4,11124,7216,6590521.13,263,3473,0,7388,0
33,GO,200801,201906,7,194,3,4579,3518,3486,3558,2169,4835,7896,0,15,4,12731,36064,31049474.94,75,1746,3967,279,6664
33,DF,200801,201906,6,16,4,787,3989,3336,4601,2105,5499,8532,0,13,4,14031,10637,8069117.38,0,0,0,0,7796
34,RO,200812,201906,3,33,3,212,234,2982,2221,382,1904,3915,0,1,9,5819,47390,101195.78,1189,1393,3237,0,0
34,AC,200801,201906,2,15,1,227,227,2251,3960,576,3047,3967,0,1,9,7014,55214,196953.89,811,6203,0,0,0
34,AM,200801,201906,2,19,2,313,157,3880,4847,734,2819,6799,0,1,7,9618,237095,875410.77,520,0,0,9098,0
34,RR,201203,201906,1,3,1,38,61,178,180,17,45,391,0,1,5,436,4348,28751.44,3,433,0,0,0
34,PA,200904,201906,12,64,5,354,191,2922,3902,835,1636,6214,0,1,9,7850,26607,323507.99,3546,275,0,4029,0
34,AP,201103,201906,1,5,1,118,149,1388,999,269,890,1915,0,1,4,2805,5475,72993.49,65,2740,0,0,0
34,TO,200801,201906,8,39,4,272,338,4264,2915,503,2421,5599,0,1,8,8020,21845,244029.98,134,2355,1369,4162,0
34,MA,200803,201906,6,52,6,598,538,5633,4133,606,2765,8145,0,1,8,10910,67966,437449.25,1917,292,0,8701,0
34,PI,200804,201906,4,68,4,498,381,8633,4747,499,4432,9828,0,1,10,14260,73612,593341.26,3547,0,10713,0,0
34,CE,200812,201906,13,156,3,2187,2217,28171,26287,5632,17963,44344,2,1,11,62307,717417,4197453.82,23567,2289,2252,0,34195
34,RN,200801,201906,10,108,4,910,980,14252,10416,2043,7643,20048,0,1,10,27691,265910,18503636.23,6136,0,6279,0,15276
34,PB,200801,201906,7,136,5,841,823,12839,8129,1939,6594,17136,3,1,13,23730,213013,1081515.26,7718,0,16012,0,0
34,PE,200801,201906,8,103,4,1440,1608,26324,29355,2872,20146,40013,0,1,13,60159,827320,3053971.30,2015,0,91,0,58053
34,AL,200801,201906,3,53,3,320,426,4771,4161,852,2097,8113,2,1,9,10210,52866,347358.08,3609,0,6601,0,0
34,SE,200809,201906,7,37,4,178,81,3536,2549,455,1545,5076,4,1,11,6621,32237,224574.95,2483,0,0,0,4138
34,BA,201107,201906,31,195,2,1096,446,5221,7854,1703,5523,9701,0,1,9,15224,301460,1429423.67,3615,104,639,0,10866
34,MG,200801,201906,37,582,6,5105,3051,75356,90286,20426,70694,118425,0,1,13,189119,2592522,15060619.08,17518,10297,92280,11416,57608
34,ES,200801,201906,12,70,3,1091,697,16887,24481,4993,19509,27549,0,1,14,47058,791723,4312041.58,0,3008,8068,0,35982
34,RJ,200801,201906,6,84,5,1634,1111,19866,31715,9093,20916,40869,0,1,11,61785,418959,4287852.35,0,0,9037,2743,50005
34,SP,200801,201906,35,535,6,11539,6385,149683,199819,41432,144929,252390,2,1,13,397319,6495661,33498571.98,0,1951,57972,42761,294635
34,PR,200801,201906,25,339,4,4161,4091,85463,120195,21657,95412,135994,17,1,12,231406,4945141,20841341.37,1654,5616,94275,12046,117815
34,SC,200801,201906,4,232,4,2505,2419,42475,59426,12155,47713,68762,4,1,15,116475,1889602,9154375.45,0,0,41208,18007,57260
34,RS,200801,201906,19,353,3,2695,1179,24910,43418,9176,31312,47371,0,1,16,78683,1694951,9788316.02,0,0,33039,10860,34784
34,MS,200801,201906,2,57,2,642,298,8707,12344,2398,10804,12943,0,1,13,23747,289730,1201467.40,0,458,3934,19355,0
34,MT,200806,201906,1,91,1,909,690,8134,11042,2007,7835,14038,0,1,11,21873,79872,935445.34,512,8296,0,13065,0
34,GO,200801,201906,6,145,4,1499,1727,26745,22854,3748,15495,39579,0,1,12,55074,329070,3221974.22,339,9269,17015,2534,25917
34,DF,200801,201906,6,19,2,1143,1461,22943,22205,4721,16779,34551,0,1,16,51330,852271,7686703.40,0,0,0,0,30797
35,RO,201512,201906,1,4,1,16,7,38,188,95,213,115,0,1,8,328,3460,3520.77,12,4,312,0,0
35,AC,201306,201906,1,2,1,2,0,5,27,0,23,9,0,1,2,32,894,3441.74,0,32,0,0,0
35,AM,201602,201904,1,3,1,3,13,6,13,0,0,32,0,1,1,32,4680,0.00,19,0,0,13,0
35,PA,200809,201906,2,4,1,9,0,16,123,47,173,13,0,1,5,186,1549,3682.78,0,167,0,19,0
35,AP,201102,201906,1,2,1,2,0,6,0,0,0,6,0,1,2,6,186,740.18,0,6,0,0,0
35,TO,201507,201707,1,1,1,1,0,20,0,0,0,20,0,1,2,20,24,0.00,0,0,20,0,0
35,MA,201008,201904,1,2,1,4,0,18,28,2,48,0,0,1,3,48,1480,517.87,13,0,0,35,0
35,PI,200806,201906,1,3,1,11,11,188,60,55,130,184,0,1,3,314,12272,768.17,53,0,261,0,0
35,CE,201005,201906,3,18,1,39,98,142,175,20,183,252,0,1,6,435,25180,97765.37,168,24,39,0,204
35,RN,200801,201906,5,16,1,61,12,290,363,41,319,387,0,1,6,706,25149,43005.53,169,0,382,0,155
35,PB,200810,201906,3,19,2,53,23,219,204,133,408,171,0,1,7,579,4429,2827.40,210,0,369,0,0
35,PE,200801,201906,1,5,1,73,18,441,790,78,1004,323,0,1,11,1327,30789,12308.51,11,0,0,0,1316
35,AL,201105,201906,1,11,1,34,0,311,295,75,432,249,0,1,5,681,17975,45704.07,363,0,318,0,0
35,BA,201608,201905,7,11,1,17,5,53,28,1,69,18,0,1,6,87,4743,6309.73,61,0,0,0,26
35,MG,200801,201906,25,76,2,140,112,710,1453,231,1417,1089,0,1,10,2506,83756,227296.70,218,97,1522,50,619
35,ES,201003,201906,8,21,1,72,41,375,537,113,899,167,0,1,8,1066,39561,23295.69,0,0,163,0,903
35,RJ,200802,201906,1,26,1,92,26,606,627,284,1002,541,0,1,7,1543,52919,129755.03,0,0,565,33,945
35,SP,200801,201906,26,195,1,726,244,2986,6341,1760,6628,4703,0,1,13,11331,356038,564619.47,0,39,3421,542,7329
35,PR,200801,201906,22,133,1,399,639,2927,4210,848,5135,3489,0,1,11,8624,332407,488142.82,184,399,4739,193,3109
35,SC,200801,201906,1,63,1,109,104,1157,1340,238,1714,1125,2,1,11,2839,127115,241638.43,0,0,1530,603,706
35,RS,200801,201906,18,160,1,480,170,1690,4660,988,4633,2875,0,1,13,7508,284504,617290.64,0,0,3246,412,3850
35,MS,201206,201906,1,15,1,33,64,214,233,97,297,311,0,1,9,608,4265,7675.00,0,33,316,259,0
